Date,Corn_IVol,Corn_TotalVol,Soybean_IVol,Soybean_TotalVol,Wheat_IVol,Wheat_TotalVol,Cotton_IVol,Cotton_TotalVol,Coffee_IVol,Coffee_TotalVol,Oats_IVol,Oats_TotalVol,Sugar_IVol,Sugar_TotalVol,Soybean_Oil_IVol,Soybean_Oil_TotalVol,Lumber_IVol,Lumber_TotalVol
2019-06-12,0.009876793513537048,0.012171995584833962,0.006712059254183072,0.009202412807783437,0.013739613746036604,0.016534527887115163,0.01226183149345637,0.013818229187058842,0.017654685634774438,0.01841627493280805,0.015641547898424764,0.016695185018806492,0.015031846234854408,0.015427622319796153,0.007972460493762944,0.009501961665738025,0.022802803171877415,0.022694979981128783
2019-06-13,0.009960104518903628,0.01229882642845284,0.006702890574149124,0.009131746223548077,0.013719310132611776,0.01659291007839331,0.01226813429147711,0.013742176663413931,0.017752212077059525,0.018432838408187758,0.01449122597784503,0.015394674886055877,0.01475467902712542,0.015046617456404917,0.007937037351235942,0.009403535985406006,0.022892541279362286,0.02299379872585481
2019-06-14,0.010112722875418395,0.012460776302147389,0.006746449897058939,0.009169250097792256,0.01372066125501327,0.01659834886206642,0.01232662950110866,0.013781562860482538,0.017762262116502902,0.0184589172220816,0.014335365222259287,0.015245040376922337,0.014754473051526495,0.015045460039934504,0.00806883866497447,0.009495491170392254,0.022961602750849224,0.023058798120779444
2019-06-17,0.010010928383477632,0.012353203664648267,0.006907391637642967,0.009274351701676752,0.01360866339375334,0.016461636147473258,0.012315003093862652,0.013753296695087505,0.017402441981214472,0.018170779821954315,0.014368750447340444,0.015231771593639792,0.01475902379153449,0.015057868409518465,0.008222059977207818,0.009627416424322006,0.022910041437699202,0.023021596876651108
2019-06-18,0.0100325938947599,0.012324112518888451,0.006926514318942693,0.009209724903156878,0.013618533086642749,0.01649530387010938,0.012312020179822915,0.013649437612210515,0.01745568430144354,0.018206205701971533,0.014369605532573585,0.015203728877409586,0.014767013658473757,0.015054923635817327,0.008219766442860045,0.009482222152922307,0.0229978183628837,0.023159415935955736
2019-06-19,0.010105468609624252,0.012453684346726453,0.006869963037231208,0.009243753291605573,0.013645705220251334,0.01657204161731357,0.012306596748053473,0.013651385569886484,0.01756709487252831,0.01829798396071046,0.014600204777682618,0.01558833251090135,0.01473490916770475,0.015033731699906995,0.008101666342151523,0.00942640124677087,0.02343658677523739,0.02349865733571642
2019-06-20,0.010247128615419153,0.012560294195392053,0.00694088102616395,0.009315930697176305,0.013642184346796843,0.016580120249931236,0.012651843550480501,0.013781164772924712,0.01798263850711271,0.018827390948721698,0.014565749564208141,0.015563501275951092,0.01477458102246114,0.015031477966626638,0.008106123091804954,0.009444005900903326,0.02349996943608855,0.023518745320317332
2019-06-21,0.010235582891113997,0.012658948665747636,0.006944571308044735,0.009370085854213908,0.013618021501269,0.0163644443471813,0.01276604567282607,0.013973744906764693,0.017904092746970947,0.018795881156052956,0.014490001151737781,0.015607961629144438,0.01478441747690535,0.015022357181323769,0.008107125003707017,0.00945488988558934,0.02349134301674201,0.023655781813710385
2019-06-24,0.010236538684047421,0.012675969820335446,0.006937152990170119,0.009367717453015952,0.01363739450493344,0.016452410181497765,0.012855833630962012,0.014085898743049994,0.01789355431980451,0.018878586278444704,0.014786503732387133,0.015839713525092898,0.014784796847251171,0.014990740747147695,0.008128642368681471,0.009458577179327434,0.02329986084061018,0.02333055298832368
2019-06-25,0.010246877200878017,0.012678429602421605,0.0069374596477645035,0.009362250994454797,0.013653134474743103,0.01643683552441053,0.012910152517713065,0.01411840779114631,0.018211504934241913,0.01915232996740766,0.014766995134934307,0.01581673607057032,0.014797080427381523,0.014992212405314346,0.008173571697169523,0.009489662146262177,0.023306634366258044,0.02333943864777862
2019-06-26,0.010290320337242897,0.012696668994890055,0.006983636126462103,0.009380701012787217,0.01370048303932626,0.016465521456050503,0.013258344456514552,0.01435233440039467,0.018250832991306375,0.019172849656268247,0.014853799603308786,0.015887100691601548,0.014875271237251504,0.015072298147930024,0.008185063644930627,0.00949809407552569,0.023418584580505497,0.02344779813889242
2019-06-27,0.010344588322095734,0.012704903267730633,0.006950381015573624,0.009310137324114478,0.01360077015700863,0.016394592605050662,0.013244337976079492,0.014349048228199471,0.018232853882787548,0.01916571125908662,0.014860124253962787,0.01589351271489742,0.015363331167453314,0.01554690019574927,0.008156967636744249,0.009477912187893435,0.023481415308078797,0.023494434647867084
2019-06-28,0.011167764249469428,0.013360075694184896,0.007225077634518722,0.009370396790025166,0.013850844881543034,0.016691011135337087,0.013204836020365622,0.014363962203554547,0.01842714924453509,0.01925699332010486,0.014781917684313153,0.015800995159209526,0.015377957115639553,0.015554403228471365,0.008369353193428722,0.009535284499687774,0.023525057310575182,0.023511099974113974
2019-07-01,0.011320578064706611,0.01348485470727474,0.007271867926908,0.009458532752282757,0.013937198970961587,0.016884566720371696,0.01326604799854201,0.01436885135859187,0.01850320707671649,0.019235571868564987,0.015051291068280872,0.016112438894770858,0.015362821414503545,0.015510908487300443,0.008368650933409454,0.009505039510167306,0.023665960136466678,0.02385052539480315
2019-07-02,0.011404400411277573,0.013499376442342203,0.007305696961336322,0.009503877430776322,0.013972389473515227,0.016944696093093927,0.013302427647500597,0.014382425482371477,0.018545167656239085,0.01927615491144797,0.015063851995607336,0.01611032342609628,0.01539811074877498,0.015531084223899363,0.008322964036228299,0.009528114407525911,0.023615934813313557,0.023843819105253062
2019-07-03,0.011676607418868164,0.013946107128106866,0.007308047179656016,0.009531645278972647,0.013834635400228825,0.016962336664875687,0.013289733957017817,0.014330847675384197,0.018621350588815713,0.0194931648584225,0.015110732937809845,0.016111218755207966,0.015387767196070363,0.015542334085415261,0.008310510500220716,0.00959728206821318,0.02349295004074423,0.02378092579353842
2019-07-09,0.011645314121116926,0.013934729635920696,0.007490896930783544,0.009538019630445167,0.01379979488706786,0.01702402202485578,0.013477762445984599,0.014490981269747287,0.018609244735376618,0.019460418359540835,0.014994930850076306,0.01593331848634972,0.015387383270710394,0.015557171785436332,0.008338591091683126,0.009562761983862295,0.02363702862210965,0.02387865034168488
2019-07-10,0.011561003072587863,0.013924738534625064,0.007507785573840394,0.009535983982274652,0.01377243293208785,0.016948355883157594,0.013474977225494275,0.014349410501404628,0.018668975422329145,0.019342472677941917,0.015005906766205763,0.015935276519722038,0.015410995333920555,0.0155774433074387,0.008338778314169223,0.009514447795151372,0.023598211376958916,0.023885311075259524
2019-07-11,0.011606773811382453,0.014036369547903386,0.007502775463743024,0.009544594934009288,0.014001497563065882,0.017194112934763604,0.013425844936550772,0.014274047718232683,0.018531677998126495,0.019262024140455643,0.015071613006196477,0.015995304867706544,0.01542761658522089,0.015567781019629865,0.008334764126092787,0.009518303877964275,0.02376204612132765,0.024061604685522944
2019-07-12,0.01174546847101297,0.014160292374970589,0.0074542220058797974,0.009510529622498638,0.013999199371852126,0.017194978773661246,0.013463255796108973,0.014288302973555425,0.018515540143388052,0.019248761049120506,0.01509887855771259,0.01602771223154576,0.015423686258434892,0.015548898396280977,0.00830786404839971,0.009487283446844885,0.023825955051426824,0.02413644735716797
2019-07-15,0.012016129947419633,0.014402158837350462,0.007474426510647733,0.00956089266527771,0.014125069281082784,0.017358423098910218,0.013680951138618164,0.0144238667298319,0.018692599576711433,0.019331238474617242,0.01510408034495713,0.016027939565498053,0.015347762828693103,0.015542439822359163,0.008275217895430358,0.00945511279858348,0.024072243761385108,0.024327742448876616
2019-07-16,0.012014697048082603,0.01444168277219664,0.007477836073680077,0.009621029965137145,0.014282848453527808,0.017349357314585853,0.013721913133734642,0.01437801572254428,0.018917889686110714,0.019727316646239966,0.015124126121924928,0.016119732349811854,0.01531524146034466,0.015447447157099331,0.008270232957528984,0.009476028552656102,0.02412316120137365,0.024358085421940408
2019-07-17,0.011997067892012459,0.014439564811033204,0.007469114319755611,0.009629544693327753,0.01426288183694923,0.01735285544046521,0.013722011299987437,0.014382784253871414,0.018995592076942923,0.01976102055105598,0.01518307013962186,0.01613862542611298,0.014546446630066597,0.01460086912786397,0.008253794931495058,0.009518611319128603,0.024137492987838738,0.02440483144023073
2019-07-18,0.012094218666719237,0.014636320073555822,0.0075066752812510025,0.009615563198234901,0.014282618154940925,0.017482844263023063,0.013676781812890944,0.014409581091420024,0.018905974164201794,0.019689826790877003,0.015158250351624884,0.016145728241511486,0.014569062960830123,0.014686267125171872,0.008255470981407095,0.009516389855233346,0.02408559138758836,0.02436392630058896
2019-07-19,0.012103474657546728,0.014682972280542585,0.007601811850645682,0.009816915575505368,0.01426842825275093,0.01755433207139556,0.01377783396365063,0.014457573236195809,0.018929841940393367,0.01972165034095456,0.015228434077387552,0.016146516170767726,0.014567708570996712,0.01466737155844756,0.00831776163586863,0.009616700619826387,0.02455492054455416,0.024815317947903218
2019-07-22,0.012113923999701902,0.014730578976925895,0.007575462577783179,0.009761960078600255,0.014333245875408247,0.017734699691485875,0.013857696394559402,0.014481777424557278,0.018987326250289763,0.019790390694543872,0.015194946667754582,0.016199964988258393,0.01453657646092864,0.01460724559928456,0.008295210465384483,0.009603139403465707,0.024547754946901562,0.02481902535800247
2019-07-23,0.01212261019608506,0.014737862496475207,0.0075932178323675084,0.00975812296866221,0.014303882807331157,0.01770507746054317,0.01386624828251966,0.014499542851619644,0.01914886042735343,0.019937685313072287,0.015119838913593876,0.01609079975365206,0.014801763749086936,0.01493991573964207,0.008310356395436999,0.009620151910731466,0.02481924238158665,0.02499032295431072
2019-07-24,0.012174056381767835,0.014742964702725883,0.007553711595651843,0.009751459039421956,0.014383237626324078,0.017787819713120826,0.013829322379498762,0.014512401693739692,0.019200409413335676,0.019947978519914995,0.015032325003164699,0.016010528490581377,0.01481908911391818,0.014952258545448132,0.008336082554330163,0.009664390743128496,0.02493808459530657,0.02510903322005317
2019-07-25,0.012144332182637463,0.014684836144784065,0.007566813223860554,0.009735884891531712,0.01440168824961564,0.01778192797798351,0.013813778825907997,0.014495822601721376,0.019180468019998915,0.019908546492480705,0.014897172716515044,0.015862868099890588,0.014593498000687604,0.014678268960105165,0.008335246538341404,0.009651526361888305,0.024684106804089168,0.02483769785992975
2019-07-26,0.012172769952612888,0.014702265622361613,0.007559882970154313,0.00973693342738624,0.01439754944450144,0.017790731022721884,0.013797228033150633,0.014462256052548627,0.019185443450834377,0.01990344280058331,0.015022364744300312,0.015956942873545155,0.01459259595354794,0.01467919284544954,0.008364796884591226,0.009678082614019704,0.024686414203112194,0.024819140493270067
2019-07-29,0.012143659327014654,0.014646673161400664,0.0075421224505107555,0.009653820168800877,0.0144118721539404,0.01781822615681093,0.013777253061110467,0.014403177021787433,0.019219121211328224,0.019941079834052196,0.015019347264996548,0.015964447787204763,0.014363459245144617,0.014526709956699349,0.008274853799704393,0.009529204439039624,0.024693659929377738,0.024818716824629532
2019-07-30,0.012177188985379606,0.014699053418129993,0.007493572686816784,0.009629262691622906,0.014411820941092439,0.017852451614914937,0.013744367302405316,0.014442723297856395,0.019135612966338495,0.01987611670159103,0.015010728146417268,0.01593770412801471,0.014382639095154602,0.014483543943813439,0.008268545882999979,0.009504542124405432,0.024907212165209885,0.025022267092411468
2019-07-31,0.012316178933093938,0.01490295303885244,0.007515556877189259,0.00971226048004845,0.014439847701034049,0.01792236265403905,0.013800996312819003,0.014443573894908007,0.019171518294111477,0.019876535524848575,0.01497999341378939,0.015932638230961645,0.014395732992764084,0.014488095456296445,0.008283983603853007,0.009602366747060933,0.024917266990311004,0.025053071771250247
2019-08-01,0.012298735559478245,0.014994592727464135,0.007519947496880834,0.009831858298912605,0.014414163343514896,0.01802961192546986,0.013855181661839603,0.014559092455137989,0.01915888664858093,0.01992614673785889,0.015098085416102353,0.015920013360361567,0.01440255663348583,0.014500767284019556,0.008308828002224274,0.009593535245782133,0.02498490007606865,0.025253656336756677
2019-08-02,0.012339857084271382,0.015051432063214782,0.007515922449858116,0.009792247670566552,0.014526245545293078,0.018246370153236324,0.014344630616845787,0.015081891734583013,0.019173224604201858,0.01990226109155487,0.01530580825686055,0.016107229916089455,0.013751438924841014,0.014021245544977128,0.008400730355407454,0.00960987063139324,0.0250737290579335,0.025281167195296998
2019-08-05,0.012424888216800229,0.015102782976164592,0.007541771095411045,0.009791713778487435,0.01453045785104517,0.01825881789924984,0.014342725784701926,0.015146895044056552,0.018948814973595792,0.019721433590727228,0.015245584593412681,0.016021981679874203,0.013392813025946287,0.01386991348519579,0.008363974070911738,0.009672467803275714,0.024948334367893652,0.025339326909134822
2019-08-06,0.01241920969988669,0.015093078902442327,0.007543674441725267,0.009788643023317847,0.014542432962849874,0.018333573664402723,0.014328556378163515,0.015154827210092264,0.018971322432079704,0.019765537968466848,0.015215641446852439,0.015986370610460723,0.013365333348626598,0.013869066403162196,0.008409072111187979,0.009705236388262145,0.024870682690991158,0.025359082921338937
2019-08-07,0.012401457508226858,0.015074503293843869,0.007541587433806282,0.009786735835025347,0.014583235813735685,0.018340400992846166,0.014330780917347938,0.015162584712880494,0.018933872998232817,0.019761399187605146,0.015270014952983763,0.016024779917998392,0.01347722280586542,0.014141189085537001,0.008557146635409019,0.009772944211254426,0.024935378408452225,0.02531107691448876
2019-08-08,0.012329169835429352,0.015059518383370772,0.007523564123362757,0.009926412056536087,0.01459491275444752,0.01843589258006913,0.014345105138886654,0.015246847397817263,0.018642184413561094,0.01949125497214668,0.015288800674743464,0.016137598912849264,0.013405127383892983,0.014084161137326974,0.00877081599633811,0.010252243898779137,0.02494833348456324,0.025349190399824296
2019-08-09,0.01234903738242026,0.015056417239472857,0.007532374529728947,0.009966193973934697,0.01456516814568418,0.01838776489365461,0.01431638429177963,0.015238914753358519,0.018536740153198276,0.01940337072055497,0.015169150778991813,0.016025894962723605,0.013685486192808552,0.01445437988651509,0.008884921694276173,0.010368625727450814,0.025074917230847732,0.025606089382468562
2019-08-12,0.01283716189578641,0.016077701817103163,0.007581651355886027,0.010039212966304712,0.01473648535814498,0.01907260890649874,0.014276855097606279,0.015275703226911998,0.01854400693382637,0.019608831781491327,0.015180869822516284,0.016053242653555504,0.013646652410198324,0.014512765794267742,0.00902981887796753,0.010346533091907058,0.02505992264590568,0.02563108457134655
2019-08-13,0.013880095239582122,0.01670796610035892,0.0076270222940024255,0.010088467349430929,0.014763299178923044,0.01907030240561378,0.014340515799473777,0.015397729097310738,0.018694062629480646,0.019758052068228615,0.015182866775004309,0.016036735904385726,0.01366230615909337,0.014570029595480335,0.009185275578508744,0.010423833482678753,0.02495310426843428,0.025609007123731663
2019-08-14,0.01396783570610749,0.01679153626176109,0.007633563290968431,0.010142102967156166,0.014758109027026721,0.019073691604095003,0.014420305622198381,0.015400692951082092,0.018685359133953777,0.01982523230529572,0.015285317437785521,0.01608233382129879,0.013660241326578795,0.01457723609479375,0.009104629993351342,0.010308266958304845,0.02495179793894587,0.02565190174137538
2019-08-15,0.013989637226522206,0.016780555570261448,0.007670260483807251,0.010138372832881016,0.014703713220624809,0.01897199206296096,0.01442021385951819,0.01537616250419965,0.018682784197402987,0.019801833188989756,0.015295074170379598,0.016090425857735503,0.013661531408920026,0.014536020532813146,0.009094262275923151,0.010309378183911809,0.024879048515800542,0.025519296788731625
2019-08-16,0.014159221240397667,0.016964127264881897,0.007659627115206637,0.010186710438353916,0.01467775936064535,0.01896128081171576,0.014420396053328132,0.015393898717468036,0.01880326875102494,0.019813421045378896,0.015332233328351699,0.016176846678370018,0.013661928691085299,0.014536479367034477,0.009094819859930114,0.010309595927977594,0.024902666108470934,0.02558792982092793
2019-08-19,0.014139882470099795,0.017021255428223334,0.00768044041871088,0.01023490814025807,0.014700665846511399,0.018983620196285512,0.01438218522323438,0.015258859621077371,0.018797342075038588,0.019770245507055244,0.015570815315694925,0.016486540434653963,0.01371405948093839,0.014588535561765266,0.009070300095436384,0.010239966636723868,0.02476796268978859,0.025469882046755828
2019-08-20,0.014126004354599256,0.017018660615867317,0.007668095055876114,0.010157543821257576,0.01473685875838789,0.019006319421904755,0.01430161733217115,0.01523472188173625,0.01880218699492921,0.019771325682913933,0.015589956610926672,0.016438572091296812,0.013692502296063785,0.014527950925021979,0.009080260544511715,0.010262637099175218,0.0247515708620523,0.025501404931395653
2019-08-21,0.014123736489423295,0.017036259151422616,0.00766390872173613,0.01017219164093041,0.014729527618257778,0.019008940933272152,0.014306783268889046,0.015277485327146147,0.018779790590532367,0.019773430294380074,0.015519221712529722,0.01636208230682648,0.013654178274564784,0.014518127083795351,0.009049626308132731,0.010265378169521262,0.024558324254729598,0.025301645737358887
2019-08-22,0.014130118989576262,0.01701355260068725,0.007651265768134008,0.010106264001732574,0.01461107217487899,0.018855854979707248,0.014335004552651956,0.015334010588197828,0.018774778142556393,0.01976134032638664,0.015623191292455015,0.01649088362528059,0.013758525353480761,0.014571665188193002,0.009062865435070936,0.010279172700565479,0.02460753227612862,0.025373026751433547
2019-08-23,0.014141718920475116,0.01703351477332007,0.0076689166611473,0.010178720455272175,0.01463921952575571,0.018914157732570238,0.014334933175427729,0.015383074060441143,0.018773262182127225,0.019779501020513495,0.0154650288667246,0.016372232649107983,0.013366599730292571,0.014099524466464177,0.00906216427904894,0.01029437785331836,0.024405927879811707,0.025167952073109554
2019-08-26,0.014134994282592371,0.017033147060536817,0.007739643281448453,0.010242152892601109,0.014537782544697715,0.01884737723014214,0.014380381202854328,0.015386924425369151,0.018816224171782726,0.019833170473752812,0.015480763749421592,0.016382158747679808,0.013361457663467413,0.014083733134137712,0.009037840560306327,0.010270791525257875,0.024318707222339236,0.025107161653343278
2019-08-27,0.014136916733786371,0.01699201741013149,0.0077496879039337585,0.010213406727803537,0.014534212166279719,0.01881827734886788,0.014181964942418952,0.015175248507088913,0.018749420719120228,0.019790175709382414,0.01554359112062669,0.01645496235292232,0.013312394749180372,0.014098523003520535,0.009019258517459534,0.010179774648489797,0.024289800267743057,0.025041834467352246
2019-08-28,0.014172070941054766,0.017089875099804176,0.0077494743550764935,0.010263259012572312,0.014629892924253077,0.018818727338531335,0.014199285942644925,0.015236953578441844,0.01875280885490199,0.01981279613038915,0.01555654740323349,0.016450874003555067,0.013306537785957154,0.014110086614743281,0.009019558703331395,0.010188625155535808,0.02437709033503091,0.025150553949412166
2019-08-29,0.014172430084283231,0.017078779502200988,0.007709578690995064,0.010272893961070657,0.014276419238039339,0.018491390502238064,0.014165943302255795,0.015257016112245949,0.018835325998811277,0.01986410621441851,0.016366981092633258,0.01730048872000966,0.01330778885808371,0.014035433546785292,0.009036577118235111,0.010211722233298573,0.02446845906623245,0.025184243395858494
2019-08-30,0.014172194183702585,0.017072543168012363,0.0077143141487746635,0.010268062432188479,0.014441653822149849,0.018597891940132793,0.014153660298943145,0.015234689091929324,0.018861863025652015,0.019868645592860768,0.01650314410805247,0.017406708663492254,0.01326721230776787,0.013977782298522524,0.009097268324884798,0.010234365364834807,0.02446020271247304,0.02515364875110504
2019-09-04,0.014201390504809216,0.01708259965947163,0.00772842608659444,0.01029243370043407,0.014469073202222238,0.018651180487704196,0.01417371622557812,0.015234186065139318,0.01869377901484572,0.019723620880452614,0.016422983531768097,0.017362008054225882,0.01335659427017075,0.014027842912673328,0.009068954481243539,0.010219396050410709,0.024498838392741407,0.02520723221660859
2019-09-05,0.01421190525637343,0.017082219876393114,0.007863653997420523,0.010381735201441143,0.0145482762234932,0.01863950262020359,0.014126606004891906,0.015217852078898784,0.01876107327170634,0.019755524004232958,0.01642256597584853,0.017360984007312247,0.013284792409455144,0.013982463854222247,0.009117794458022513,0.01026345862884969,0.024551950989252166,0.02522313254906134
2019-09-06,0.014214544140173613,0.017070315263946544,0.007856380208493368,0.010378492871100443,0.014544377177464426,0.018645265928536332,0.014038096758749211,0.015135003834559584,0.018725150696804544,0.019696087532743732,0.016424912698340836,0.017343054974514285,0.013250735071371415,0.013958177073868188,0.009113705352964357,0.0102616676461932,0.024518665075740038,0.025191035959403776
2019-09-09,0.014188386588281234,0.017065978042497335,0.0077456505016640165,0.010366715177335286,0.014612840676211115,0.018751122367884242,0.014063786204997718,0.015135041960558277,0.01860757183970245,0.01955418455383904,0.016413163218679052,0.017341547253222213,0.013136213933783341,0.013863724859335793,0.00914652625112524,0.0102692981651972,0.02428622104758368,0.02493000124535318
2019-09-10,0.014189504704822239,0.0171644483456292,0.007709652573758984,0.010477062395224017,0.01459214406596463,0.01875384903714446,0.01394931503475003,0.015028016623747094,0.018668959677280737,0.019670663009716583,0.016442860106989282,0.017422522727991076,0.01314630396731903,0.01385019414577753,0.0091257244300611,0.010273943979068233,0.024634843767142704,0.025282406108607967
2019-09-11,0.014192257581882872,0.01715178127375837,0.007718666259232653,0.01043072407595949,0.014452518980372905,0.018604014942593467,0.013955290689383934,0.015024354564989748,0.01871645543601788,0.019708839799461517,0.016461800048989905,0.01747486038675279,0.013044445808399297,0.013720423642107038,0.009186021602757725,0.010298712284625117,0.024462799564469916,0.025238870622576636
2019-09-12,0.01414387659927035,0.017158993767175012,0.007793053912695597,0.010846041330939542,0.014427374964201392,0.018477538634964635,0.014519268671489163,0.015596729899755588,0.018736486751933006,0.01963068867982914,0.016457818075282758,0.01746115623772914,0.013055643799785247,0.013724422156670179,0.009179855168968104,0.01035792086232373,0.02429387332542862,0.0251055231311336
2019-09-13,0.01414150946686052,0.017161319728351585,0.007710600069295887,0.010831351180147646,0.01443164792622845,0.018477070260644633,0.01453258094746374,0.015606355646996114,0.01872528157278974,0.019593529816424034,0.016445295723155846,0.017466414511793957,0.013116422454877482,0.013767426371789487,0.009225088670861177,0.01039508704341158,0.0240156157002469,0.024882853009058573
2019-09-16,0.014153008640141894,0.017198503254515617,0.007733538076991825,0.01081719584852508,0.014343427821792583,0.01834753391853234,0.014531035408676457,0.015604530904111602,0.018696319341648376,0.01959501029734402,0.016468512485306157,0.01746242146737219,0.01310608372946401,0.01384398607993301,0.009338787357427178,0.01070679179814192,0.023860782169950537,0.024805370911431868
2019-09-17,0.014152972738118219,0.01723482769724192,0.007729390745922486,0.010811288792976458,0.013681659277722068,0.01770528352819678,0.014552898644829941,0.015593512685288472,0.018832882113071887,0.019873526736562848,0.01647469783179469,0.017368348878533522,0.01310364705509646,0.013886812946925836,0.009338217142078485,0.010689604022127921,0.023743167096151978,0.024735625682473648
2019-09-18,0.014187662093042487,0.017251974903837945,0.007747014670566324,0.010814080899618007,0.01364615375033788,0.017687263130923947,0.014588632895468627,0.015579887092194735,0.018805328924987184,0.019818784121433286,0.01652116266935537,0.01740218985252912,0.01311652194805308,0.013895194527503592,0.00932654485865849,0.010688496265560586,0.023728812955717524,0.02475519100932975
2019-09-19,0.01415388318681251,0.017231542053997805,0.007772491115122216,0.010820842952467614,0.013593016286555928,0.01766063323020355,0.014510828739974025,0.015508960977897505,0.01891040892043885,0.01989767561337862,0.016446550883636262,0.01735051867246927,0.013118248586933888,0.01388832925592696,0.009267724235174371,0.010635545487288794,0.023645235522335696,0.024681800937025124
2019-09-20,0.014154317066440051,0.017222298412339767,0.007806659879259566,0.010812996731322397,0.013547813182608748,0.01758344260582306,0.014492668843031865,0.015431857369886734,0.018911310971170853,0.019889630265159594,0.016444392199070006,0.01731669061001688,0.013147432168335117,0.01388964683083881,0.009302613685236131,0.010746789998757068,0.023672663018817985,0.02470167379863493
2019-09-23,0.014152229576914453,0.017228415931207757,0.007824667457978047,0.010855475131494364,0.013582498188581574,0.01755028955866014,0.014532368082813912,0.015478501449888835,0.01888547472260301,0.019875480456929173,0.01646749555929581,0.017361347262524043,0.01299736325278869,0.01373731131406366,0.009325355244062958,0.010749917310366175,0.02368822511179676,0.024711946870266416
2019-09-24,0.014156444081392838,0.017232216969950424,0.007829640537577153,0.010856193599147662,0.013608104815769538,0.0175522257686374,0.014515599760110121,0.015478822703359324,0.01888453204742368,0.01987442430522542,0.016471745407790492,0.017403159260968894,0.013261851126956407,0.013921217301949592,0.009311222535929422,0.010733325858177992,0.02384383042345631,0.024915282791096886
2019-09-25,0.014158130224523715,0.017232461722640032,0.007856765375924432,0.010864513750345556,0.013525808573067948,0.017504006562442137,0.014513093725695021,0.015489015681074598,0.018828674072090743,0.019850768280020793,0.016487089296391793,0.017401113056044623,0.013673416929458016,0.014385759040702061,0.009321525016316449,0.010739866093610228,0.023904134422092722,0.024910683566317853
2019-09-26,0.014142392559336038,0.01719888606429597,0.00785686367919896,0.010854419996099754,0.013582977642012946,0.0175475598368046,0.014374634740608367,0.015343493263072615,0.018828150283623075,0.019851378090985538,0.016402310218788664,0.017294691137705483,0.013462831016040467,0.014295880521896351,0.009266856283226975,0.01072773156491436,0.023897215426171993,0.02490815820457536
2019-09-27,0.014136169936448593,0.01719311414029416,0.00787876391053256,0.010848518213708634,0.013582883695868065,0.01755467358921825,0.014480168549929024,0.015399000129211114,0.018825844227451923,0.019829852276499672,0.01639731183688387,0.017280705770191102,0.013479928295138098,0.014330757216267908,0.009273223983082014,0.010687027365712967,0.023833009531049998,0.024782812336912974
2019-09-30,0.014378026891833267,0.017625610089539914,0.007953585905807772,0.011090084608823174,0.013576796773301262,0.017607901701014072,0.014424915765687187,0.015330980533451931,0.01883748116736048,0.019828714249119715,0.016367783435119968,0.017352717786363284,0.013566648176465452,0.014503396128110968,0.009275754237388027,0.010718589166127925,0.02389424533201168,0.02477208740482664
2019-10-01,0.014367279555130662,0.01764498929022204,0.007981213374782496,0.011155063396370804,0.013637320030561166,0.017614519725284168,0.01446319489621276,0.015343319847896804,0.018812914183393037,0.01980539617921068,0.016443282624936592,0.01745032896446447,0.013797444119180003,0.014725517665273375,0.009286936511532649,0.010719929596577225,0.023878477282368315,0.024770624068995
2019-10-02,0.014392179752236214,0.01765911308456301,0.00793175683218141,0.011089861962708036,0.013801475369450826,0.01770711421142595,0.01452609793323652,0.015329370007763961,0.018787975252927868,0.019763038875130014,0.016439089611341683,0.017416703750195443,0.013795155307945594,0.014725266062687438,0.009341958606687142,0.010754984701110566,0.023876542802477793,0.02476657472117415
2019-10-03,0.014388689091360853,0.01766037236448707,0.007939454171149737,0.011090013597324899,0.013797594524724545,0.017679242855535755,0.014500304695890325,0.015297400767416718,0.018797789280975384,0.01979946524865494,0.016408855526655497,0.017379057794769195,0.013821510890438822,0.014759232355939303,0.009523756643579125,0.010931190200525553,0.023819102199193237,0.024711947203576005
2019-10-04,0.013799559585447445,0.017151665166226883,0.007954546503757858,0.011085313601532597,0.013823240119701572,0.017629049379650402,0.014235865572671508,0.015144738276503802,0.019037299327665805,0.019990077254410713,0.016310884700812003,0.017328739511984503,0.013826633735060871,0.014759697900716285,0.00951714348209162,0.010896857258175883,0.023480695422060997,0.024441399535893995
2019-10-07,0.013778962631118087,0.017111489915015803,0.007921721077015957,0.011028830696553398,0.013807426391465386,0.017607196805182367,0.01421600191683184,0.01514880825821278,0.01888821138404171,0.019939539715692994,0.01616550629154664,0.017114852839590883,0.013960243714353098,0.01482581646127901,0.00953920600369893,0.010893400781131187,0.023483143583519776,0.024417117904958954
2019-10-08,0.013914796668794529,0.017222568454168825,0.00791871313091704,0.01103156288540585,0.013864179943089522,0.017712276018160906,0.014222321523602342,0.015160367062989264,0.01891765016773452,0.019973443073298888,0.01618269064156054,0.01713937994255294,0.013977230584864626,0.014831847592499411,0.009500497477172914,0.010853092740678059,0.023431443456640427,0.024431116530206933
2019-10-09,0.01392879064793284,0.017225018054142126,0.007892266111360582,0.011035145901595808,0.01381781152636465,0.017665714911243923,0.014256138419379878,0.015212283448050012,0.01865519563987244,0.019666253973594627,0.01607931496582848,0.016985367910325743,0.01384372957712067,0.014736849420715412,0.00947380517784232,0.010846603332532359,0.023404539789641902,0.024419862211388914
