Date,Corn_alpha,Corn_beta_SP500,Corn_beta_Oil,Corn_beta_USD,Corn_beta_Sector,Soybean_alpha,Soybean_beta_SP500,Soybean_beta_Oil,Soybean_beta_USD,Soybean_beta_Sector,Wheat_alpha,Wheat_beta_SP500,Wheat_beta_Oil,Wheat_beta_USD,Wheat_beta_Sector,Cotton_alpha,Cotton_beta_SP500,Cotton_beta_Oil,Cotton_beta_USD,Cotton_beta_Sector,Coffee_alpha,Coffee_beta_SP500,Coffee_beta_Oil,Coffee_beta_USD,Coffee_beta_Sector,Oats_alpha,Oats_beta_SP500,Oats_beta_Oil,Oats_beta_USD,Oats_beta_Sector,Sugar_alpha,Sugar_beta_SP500,Sugar_beta_Oil,Sugar_beta_USD,Sugar_beta_Sector,Soybean_Oil_alpha,Soybean_Oil_beta_SP500,Soybean_Oil_beta_Oil,Soybean_Oil_beta_USD,Soybean_Oil_beta_Sector,Lumber_alpha,Lumber_beta_SP500,Lumber_beta_Oil,Lumber_beta_USD,Lumber_beta_Sector
2020-01-22,-0.002427158788173691,-0.1947918409384842,-0.0747610619947614,-0.18200818528866053,1.327148511458198,-0.0001411074964379435,0.1349799017715029,0.018335709673361032,-0.45150035096769603,0.6277587219275448,1.2000171277804762e-05,-0.15388578125082222,0.06671604645153584,-0.9241643463418324,1.0449391427231094,0.0009067265965162245,0.4687923013088298,0.018832316438829665,0.4652934206986177,0.3503264481624006,0.0008490640682871129,0.02283369070979955,0.10710123106097777,0.08881104219959696,0.2790956975506682,0.0004908105272051658,-0.06120694023652505,-0.013194227345866791,-0.3675173997917958,0.7641577394198994,0.0012780289040533292,-0.07243629601258167,0.07610637314616808,1.2205120691823734,0.22479772089262107,0.000948971678625691,0.04125248150782635,0.052622258069035824,0.2988491170807567,0.42110100194146766,0.00101491293868085,0.7856617657009184,-0.14349753119401318,-0.5198255108819718,0.059300594805360644
2020-01-23,-0.00206233543001967,-0.18836133332671381,-0.08357971554096684,-0.09869026949605625,1.2996284921132821,-0.00010870295615271971,0.1356989045908506,0.01863178375643372,-0.4464379892286867,0.6205468543857285,0.0002657795312104652,-0.1500963811977958,0.060776971935702466,-0.8650605940152117,1.0247080533378767,0.0005602538816380914,0.46279736010455613,0.02703860609865061,0.38792850164090475,0.38969731825895726,0.0006688254701145471,0.012576983130933703,0.10548814872390792,0.062324013795110766,0.3376911517366029,0.0005319354687383408,-0.06115752178592613,-0.01617249866191818,-0.35299334323139026,0.7695723206513155,0.0013809576991063105,-0.07018808590671599,0.07609303121505494,1.2354027371394354,0.2067727873199549,0.0008026180898360182,0.0402513994301286,0.05853208122178543,0.25940675349034015,0.4206154013308572,0.001295827500969473,0.7894626954633123,-0.1468386933534306,-0.4632459120001675,0.024594338453866337
2020-01-24,-0.002159007747388756,-0.18653409992226366,-0.08099324040091492,-0.15813272467628603,1.3242712641980139,-5.6640111051119363e-05,0.13216735255658013,0.016901242336074897,-0.4163389067358848,0.6104951986379619,8.589711602338703e-05,-0.15152489737079095,0.06843310974803522,-1.0262912754942255,1.081691707337122,0.0007006997226200299,0.45501011991855644,0.020681275511047505,0.5010858524025861,0.36379322464855757,0.0008432781895503647,0.015076978338653353,0.09481179629744144,0.2699242394546428,0.29947133337066856,0.000284918118080615,-0.030958986329470126,-0.010666280752613944,-0.4137083333597403,0.8031077369487352,0.0013403306455101816,-0.06097296108399078,0.07615152369200688,1.2504369242957665,0.20780967183628202,0.0007604820606854907,0.04697814982286088,0.05917563238147061,0.2583372408409621,0.42468374260982944,0.0014446376321778133,0.7818601728765631,-0.1523876095602071,-0.3566071018571754,-0.007083856005717125
2020-01-27,-0.00230809001481158,-0.16678841951342063,-0.0792004731514649,-0.16887793018778735,1.3353757829062654,1.7379747807693492e-05,0.12097117136397297,0.01589942734326618,-0.408054727835272,0.6054907579552865,0.0002003613804543331,-0.17186671727456743,0.06711526515432951,-0.9966710084255495,1.069508270004584,0.0008409538755892869,0.4290952905178443,0.01921919806289852,0.5333527372242752,0.34818305102221814,0.0003948783082353025,0.08492286084915295,0.10125416815624866,0.2192951632309943,0.32566155237636873,0.00018288927691314486,-0.0223266013848158,-0.008912114671973097,-0.39789714916852786,0.8068566028001756,0.001343928579484746,-0.045835467013688715,0.07520645974704436,1.188006239343291,0.21635828948284108,0.0007356168448682854,0.062024396779828336,0.05892083954068309,0.21120293773173138,0.43166845262896986,0.001535798003956642,0.7802014966313651,-0.1544303062798056,-0.39703451102951937,-0.005312204637854905
2020-01-28,-0.0020636164824368855,-0.12652809315654356,-0.08361445642116874,-0.2640944211289763,1.308147162569726,-8.699497500237583e-05,0.10413628497961158,0.017842025907352007,-0.3727627858340662,0.6116756164665574,0.0002489649099160277,-0.159616275100512,0.06277935051432008,-1.0833280949696313,1.0359983478555594,0.0009865059546311336,0.4528428785003779,0.014793216343990789,0.4445557679193211,0.3287592194435257,0.00010135881893223259,0.035332783248384,0.1076503265836336,0.340907291177023,0.3552390568159218,0.00034101717393984836,0.0026815404446748625,-0.010812058578861682,-0.42979834929849187,0.8041933932513666,0.001584104669691605,-0.005455985190262032,0.0710148850766299,1.1076384806085453,0.19893571950694414,0.0006396082276752593,0.04598656782352441,0.06092426631653416,0.2492283266742465,0.44005278327072034,0.001472632387698649,0.7673247284136835,-0.1510255783975879,-0.31727363580797696,0.023452411313603563
2020-01-29,-0.0019957222981189394,-0.1347522255882437,-0.08340719909120224,-0.24338416790925896,1.3151798264313326,-0.00019579700785652486,0.13692054695686592,0.01708743165587105,-0.4654231047973631,0.5723155975630416,0.00014670995472583926,-0.1507103320865805,0.06227170041544051,-1.1051906935959845,1.0309713428521694,0.000801016790302399,0.4890593543923576,0.013625203954976576,0.32687732438344913,0.28937096104446053,4.136088466367223e-05,-0.014755168517674704,0.10791053564578111,0.4811148684106161,0.44053587572451264,0.0005889534251370232,-0.04788238465945999,-0.009783718685964725,-0.2949590795478808,0.8641141426171356,0.001609572843555057,-0.019822691752392443,0.07118204631067096,1.1483985361099958,0.2193769064091055,0.0006126317740197847,0.06395445793225872,0.06070768071368522,0.19898811409417208,0.4140919067793251,0.0009824496706857077,0.8889323257443236,-0.1529851828050839,-0.6751338548492375,-0.12064053816541102
2020-01-30,-0.0019747539970698027,-0.1322210565622383,-0.08325758597770111,-0.24371078463273188,1.3093024567268,-0.00024736153690254334,0.12759894615108955,0.022106336436937483,-0.4293502037676931,0.5765838220399961,0.00036835716315030954,-0.12554739198616754,0.06324615119938799,-1.0952337062982767,0.9743906687116949,0.0006067720201321837,0.4679976370297512,0.014540421340328923,0.34550672343072353,0.33790630262617255,0.00019673188601164584,0.001062852518616408,0.11023097489527688,0.49288181044406426,0.4000100157928106,0.0006543904966299428,-0.04119483433863512,-0.008527973644212292,-0.28850936548780026,0.845762341579851,0.0017147205325915497,-0.004375244426768088,0.06906683559931834,1.1265266517067356,0.19299294120781266,0.0005017252547185114,0.045802243689906534,0.06876435675630002,0.25808278820875885,0.42747811187906914,0.0013099984874890237,0.9204552831688037,-0.14878240617211438,-0.6580537364850985,-0.20268854502910177
2020-01-31,-0.0019301613746133953,-0.15845221966510278,-0.08406076561893967,-0.3737151946598172,1.3020085762483966,-0.0002118260730122564,0.12768572840995518,0.02258314274745061,-0.40780762916577296,0.5772256142709964,0.0002349658005637575,-0.10043603598478304,0.06299136958838544,-1.0373698580276751,0.973388802324164,0.00048621971718558493,0.49012714293245097,0.014315645969978537,0.3935253504228391,0.3360539729505025,0.0006229094483902992,-0.027806491575861833,0.11412623466415273,0.5987868092993042,0.4110151014323549,0.0006614739243244695,-0.034754674564567274,-0.008055058025628224,-0.24826475050475239,0.8467558950280002,0.0015515345649154287,-0.026399157425634083,0.0653651692095762,0.9311316408375235,0.20023607432429466,0.00029085966517445466,0.07796235079154591,0.06789279420946942,0.31016980027937413,0.42653458430840313,0.0016590584903081378,0.9124735027408194,-0.14479774814427684,-0.4903702193962478,-0.19376188024274163
2020-02-03,-0.0018320237299264046,-0.15539976845245373,-0.08843919601361391,-0.3679319844791938,1.3209558624592281,-0.00014923233085177782,0.13727615262631462,0.018540168328111332,-0.3540622986557027,0.5636802433496667,0.0002134519617110569,-0.09269556705967123,0.060223971867720896,-0.9547863176279862,0.9450592866880884,0.0003487881459095383,0.4772604106746321,0.021719519609173187,0.32540837845991905,0.33933718344133434,0.0003956143011115212,-0.057984200035155135,0.13233309035787583,0.3661725096132432,0.43900292554792175,0.0006867523332172964,-0.03758392232438344,-0.007444131867141877,-0.28420675158432507,0.8622148682337198,0.0016410368480049434,-0.011051776192922212,0.059045458292553914,1.0135052943598006,0.17855732708188068,0.00033727228342897366,0.08872681768467397,0.06351337773715938,0.38030518732489715,0.4059363366202805,0.00117277507718164,0.8677895864264078,-0.12076390684690598,-0.6919022176046109,-0.18499715447245704
2020-02-04,-0.0017050824579739128,-0.1440092820895506,-0.0898617338602752,-0.3476290290257502,1.3145566764104355,-0.00010391119970351828,0.13161959854223493,0.019156523515317388,-0.3435981434837275,0.5609125710614092,0.00014135664796143747,-0.08254975279781382,0.058820387530967126,-0.9725619896051669,0.9537259407700305,0.0003160166531591862,0.47700396019720487,0.02180087374746987,0.3195002437902682,0.34117652277945737,0.00042460764922269565,-0.056388313394801826,0.1320697490243881,0.3710861630660583,0.4377817130612757,0.0008392840073939467,0.0006465226313701958,-0.012656400638074666,-0.2676544070666366,0.861070665383223,0.0015962005202509386,-0.04147760476725791,0.06342045492182237,1.0140904096075822,0.17110723511659054,0.0004020859316798012,0.10940274372388999,0.060788233765650346,0.3858812537227542,0.405393421943696,0.000992542822737208,0.8018610860427524,-0.11090270164085371,-0.7048647416719953,-0.19910851510189065
2020-02-05,-0.0016969628131714987,-0.14309825069782725,-0.09087404734093366,-0.3511964151015542,1.310778830049253,-0.0001503266858354919,0.12651642764012686,0.018349150408831307,-0.35789193896446503,0.5642931464514658,0.00022683680109541497,-0.07275978575312148,0.06132559666879073,-0.9411491370842198,0.9487742501697095,0.0002418391519493634,0.469236615438785,0.019954624502501735,0.2941335508743172,0.3443814309253667,0.00041824431642253354,-0.056813955257449145,0.12933557137456875,0.3562690331806236,0.43162091764588845,0.0008952837153727295,0.006608299967240126,-0.016216425787925898,-0.27229665100107436,0.8471610041046646,0.00156679936142614,-0.04458560136105184,0.0619622932294763,1.0003316009726062,0.17056138751767536,0.00045027479099193516,0.11520549505090927,0.06468416284141812,0.41488198671660065,0.4071116700059277,0.001422944890506396,0.8491094342184404,-0.10051785688256767,-0.5598270905426522,-0.22499153187137808
2020-02-06,-0.0017439805245193427,-0.14071790510459933,-0.0916582706369807,-0.359294619694858,1.3085818978036177,-0.00015163802106527718,0.12797028222306528,0.017976040740100743,-0.3538234825987844,0.5627360937585909,5.775018683112279e-05,-0.06631798003256084,0.05878543943712942,-0.9748666761478546,0.9437116491940171,0.0003530446326751431,0.4630597869298043,0.02186881936321069,0.31274135517988844,0.3522601762466963,0.00035839378250642433,-0.05009137048906555,0.12721813125859838,0.3578523948454898,0.4256085582408236,0.000895401248363256,0.0071060003424097545,-0.01633784493635789,-0.27076539009781664,0.846605227567125,0.001537376212933871,-0.04447473060960861,0.06180465970975979,0.991086120965899,0.1706090763399899,0.00044526450202524425,0.11240357102361136,0.06537831703767896,0.4048385363228481,0.41012901373446337,0.0014154132203852523,0.855547997521508,-0.10216572546762664,-0.5419719790190367,-0.23204809467665355
2020-02-07,-0.0016446002948839642,-0.15178211695193033,-0.09207286786361521,-0.32869486577528195,1.3118541826374646,-0.00012817876334925108,0.1268012477079112,0.01872851611788486,-0.35126807043030883,0.5605500824111276,0.00014776909139548874,-0.07180630808484557,0.061061771123222974,-0.9615028322818048,0.9376169834482749,0.0004380098284189873,0.4609796952024156,0.026691533467382112,0.3088218288878433,0.33855949876086694,0.0005133571960760573,-0.05532969436292367,0.13347281240184047,0.3651402322034058,0.40689133080092793,0.0008044950584361392,0.018653230285812682,-0.015459347242589874,-0.3013654679676383,0.83934627540146,0.0015646854025788452,-0.05352727844964024,0.05850817612672229,1.0184209893400025,0.18452114875721728,0.00037476577852576663,0.12456831133093771,0.06760044444822169,0.3718421833029557,0.39705338884991687,0.0012212984276932116,0.8417407791447535,-0.12175960644877416,-0.4940604540873501,-0.15406729750868844
2020-02-10,-0.0015181462615588737,-0.18545973162685295,-0.0855755012847654,-0.2106728459461663,1.2927186167853573,-3.7259159514387535e-05,0.11495584778258049,0.02040596398994737,-0.2900327185163101,0.5510156766064426,0.00014616629189785716,-0.09473180716969495,0.06652027821886322,-0.9133866079831663,0.9247842231351818,0.00030742938206316633,0.4887934416111012,0.02126681567705377,0.20113514793302292,0.3653294957730871,0.000634150892279947,-0.031544993580720514,0.12758129101157706,0.3700217427572182,0.40264435288106315,0.0007116984143514898,0.02305331440254809,-0.015597257620614261,-0.34883701758996466,0.8474760983413183,0.0016089729695855075,-0.048833691180206085,0.057068156840660536,1.0275465965734334,0.1832268973018019,0.00045881654998540175,0.0833850303339475,0.07593477835537739,0.48813447406275323,0.3751546236326247,0.0013087336270732673,0.8357947262756084,-0.12123893956708405,-0.44602691861601007,-0.16213905765541087
2020-02-11,-0.001465654758444781,-0.18679026910326574,-0.09817372394996503,-0.21103065150453687,1.2794030559521417,2.8753991720121115e-05,0.11408287537579972,0.010828788152357242,-0.2960874750862297,0.5412991514630531,4.602390899686854e-05,-0.09743891868343012,0.05353640670839508,-0.8825150464670145,0.9084768347709414,0.0003984187959591201,0.486135338772816,0.007163000932148134,0.19193764136411776,0.35284196642503485,0.0007116913816148986,-0.03170024105483766,0.11729959421836521,0.36120708962935416,0.39044408387826596,0.00046660951022190866,0.02145080401492603,0.007850394316960458,-0.3173112444833187,0.8821665896799779,0.0018031707978359943,-0.041163263443075776,0.06015087688832275,0.9866526512126,0.16920331287907472,0.00038135970368275687,0.08395046304522727,0.09074331145155769,0.49403504115827274,0.3940831364314075,0.0009884811935496653,0.8383771232141696,-0.0637315747945102,-0.4252396610312408,-0.07981296053396761
2020-02-12,-0.0016837406697817053,-0.16623469913599911,-0.11425495630053735,-0.12993429417154873,1.2966844346302813,3.5205829096622655e-05,0.11614853656124433,0.010405974697383972,-0.2746408289078651,0.5440242848887528,-0.000194812868787983,-0.06987931802209153,0.03547141131532119,-0.7791999619054629,0.92015597032959,0.0008262732594111079,0.412503620873431,0.03687253031691755,0.022948710578883206,0.4462034662691864,0.0006195432476416973,-0.02491116315103548,0.11231330618793482,0.3496200518984229,0.38165732665497665,0.0002952889313169975,0.048002090454479354,-0.00616905833564736,-0.20927900350671047,0.8844389753233126,0.0020233361278857716,-0.05564896347131191,0.07176952209964015,1.018720690686842,0.18616556589368977,0.00023303207545033425,0.10232418857464574,0.07980070725672539,0.55468957004157,0.39476013825879497,0.00082233687562091,0.8610059707201311,-0.07642095470629141,-0.3450866269686276,-0.07971033868243821
2020-02-13,-0.0019966150165751646,-0.08516168728239956,-0.11456735209780465,-0.009249752474996552,1.306204535197216,3.317787349146302e-05,0.1375848052604751,0.012000461756213616,-0.23748895383970964,0.5315465452570121,-0.0003119622676836544,-0.03716955476924604,0.03562992374705826,-0.732961505287497,0.9173651178072719,0.0007871826306936162,0.4007581815542371,0.035218268581445895,-0.003504542298449237,0.4560962053445099,0.0012655132087764074,-0.11285242605688683,0.11803176029964173,0.24939454615087778,0.33813479230220667,1.4279144541342806e-05,0.07602838264716394,-0.00952346604900759,-0.18849900975160666,0.9028162263891314,0.0018196699647000845,-0.08785798208318586,0.06567593876239643,0.9351036275527846,0.21125047622748439,0.0002447867034571366,0.07879393191781207,0.07832243527563426,0.5156080170520466,0.40640196814927726,0.0009238502219367364,0.8358509182854565,-0.07635923277099768,-0.37882839867759477,-0.07782696913539149
2020-02-14,-0.0020121568890408797,-0.08449227244179651,-0.11512229675531085,-0.01015009024579975,1.3064035655812933,3.1152131918829284e-05,0.14567949860576473,0.009783409329874858,-0.2367341819929876,0.5291988013912667,-0.000217052437054882,0.001222559971663091,0.027016933273547955,-0.7224966728692774,0.9086664127936384,0.000713918594144034,0.39608954197457197,0.03480954277448797,-0.008584702203304938,0.4588727807220183,0.001510327688958799,-0.14193160964378426,0.13412074614388764,0.2612583804680878,0.31954608170651994,2.004309398854435e-05,0.07460577958396715,-0.009003451059980431,-0.18827833794739332,0.9030861869452301,0.0017890502807458436,-0.07124206536125254,0.06057681754729697,0.9344318280610443,0.2066802008139882,0.00025800238214230176,0.10145865019014376,0.0724916899077958,0.5183291692913543,0.39985387700255487,0.0006976106200511201,0.7972535635193635,-0.07187125398955815,-0.3970834549514987,-0.05664718330404849
2020-02-19,-0.002105499488007927,-0.08588944643570878,-0.11514114334561064,-0.01848716853169082,1.3000959868085336,4.9365464057862184e-05,0.1457490878148913,0.011625733934925851,-0.2306193844344428,0.5291088568182929,-0.0003366336005082488,-0.0037810172107341665,0.03284863226068705,-0.7168887358741028,0.9056967322309472,0.0007009777043264382,0.3938855232549074,0.0411630572883169,0.006566890310433929,0.4580100855187921,0.0014623938734858114,-0.14353998489008493,0.135685837777267,0.2614144107861056,0.3179769136533922,-0.00014296559547466518,0.06896950365728893,-0.0037773688147815705,-0.18804246471916755,0.8978130923656035,0.0021514323052736514,-0.060426548642303964,0.03884559859901824,0.9109936220329218,0.2324759978099524,3.257029162351502e-05,0.09082886624690785,0.08521222989175344,0.532855627951843,0.3966143500671821,0.0011963648350565648,0.8149886573600537,-0.09186682188217789,-0.4078098435968232,-0.03660759186451622
2020-02-20,-0.0020238597002507626,-0.08209151738633591,-0.11250460912676317,0.004419468137264144,1.3005628576748014,8.43831158676154e-06,0.130864076149775,0.009566177831250201,-0.224436716815275,0.5186580278157975,-0.0003846456821095175,-0.01549088288956082,0.030718710404893115,-0.7166851427978891,0.8966908216636101,0.000776405776469147,0.38754671433131793,0.043087872578627694,0.04139320393600983,0.44754213521268016,0.0011942142075388234,-0.10729498524964991,0.1301220325920401,0.1231144803053533,0.34297969385483323,-0.00019228509711034537,0.05966250636057926,-0.0057583383373099005,-0.19208633426647428,0.8903946103416288,0.0020135403065401187,-0.049183291730984055,0.03538910213776324,0.849470107205035,0.24299336721288864,-0.0001484366219352736,0.04658511427852812,0.07710373321755823,0.5277428265376087,0.3716321013451713,0.001265304398338439,0.8019333812265484,-0.09043340647199687,-0.3662398494747133,-0.05115738457131637
2020-02-21,-0.002100185245417113,-0.0686640953885903,-0.11002748230581393,0.08162814761333248,1.2822785625193032,-0.00012654710587039537,0.15120367443682423,0.0036848534957847298,-0.17771388171949642,0.5097669730430686,-0.0005998509268735338,0.018924691510121244,0.03359968826298047,-0.5325821743594019,0.8558510274403806,0.0009201702333320374,0.3651578161820738,0.04969224015955519,-0.003778808331121577,0.4618130845235936,0.001750981949953055,-0.17804046062778747,0.1351404856733613,-0.23561398565217326,0.3706594205300666,-0.00028845997084136533,0.0728406031295067,-0.0038105181734512513,-0.10638321043473796,0.8774875790170908,0.001824069727701019,-0.01952958555695429,0.012058373862897548,0.7877970136671014,0.25303173299416215,-0.00011597462427073223,0.04628072188187267,0.06521716889409186,0.4018978709764941,0.3819943031776705,0.0015701269539689147,0.749926992944581,-0.06846169463950241,-0.39351187029453705,-0.024797954536130627
2020-02-24,-0.0014908802875524966,-0.1321503974888361,-0.09097244686680582,0.10176050415184747,1.0864922355903106,-0.00021046234134823507,0.15709255574754988,0.00036469123673826863,-0.17703138241282285,0.5439547529585216,-0.00027231448816066213,0.023737949241686387,0.05216171933176339,-0.5688183804265883,0.708748293730654,0.0009414921572432632,0.3528355726535407,0.048120750078481954,0.009622027919431606,0.4640045765254032,0.00183922994670488,-0.10482848155271825,0.1550033344939899,-0.332486263202464,0.2511502911444595,-0.0006677951432494122,0.12306652011991978,-0.01339511105918946,-0.13034654060690443,1.0134737284530515,0.0018272543747304719,0.03856726181399345,0.025402139335479863,0.7095887307306038,0.19121122821520886,-0.0006532857041904231,0.14946506882726956,0.059490037598807256,0.33488625746102774,0.5332598373215899,0.0014894395130075383,0.8081744384041685,-0.059892710653621825,-0.45793466932836063,-0.04565828108219361
2020-02-25,-0.0010956222682971689,-0.10079054170545942,-0.06713775566988057,0.3743012953877562,1.1615057809029776,-0.00018222331012818056,0.09234402234002338,-0.009128177734298986,-0.2513361090643803,0.5762445068153786,-0.00022649972367317812,-0.004623821150106941,0.04948474583897647,-0.5904506222189475,0.7200834567573634,0.0007257030432210407,0.3554544748122563,0.03967525188382391,-0.05731109512099093,0.4882117229141979,0.0017627117006407604,-0.1888870033654089,0.1389542143372417,-0.46229201517841906,0.3121195426876451,-0.0006173600078173326,0.09682371231379441,-0.015617731231497262,-0.14681662524596475,1.0239579833706902,0.001666493595361959,0.06634529740757553,0.023355166030906607,0.6900428545689277,0.1881072486963707,-0.0004472031247346022,0.16555260261228139,0.07059508538915961,0.4292652285469869,0.5152066409887014,0.0013831462173002997,0.7433895815600664,-0.0752433280065959,-0.5780241864786868,0.0016793739299832827
2020-02-26,-0.0009098530076171337,-0.18568336205091046,-0.07302179832351455,0.49130291580430197,1.1864521825609013,-5.543468366699713e-05,0.06741723056240692,-0.013010898252238475,-0.21175064902558,0.5733910907330068,-0.0003328880019260686,0.047450970877247506,0.05117393791592567,-0.6646987527479695,0.7194007361563003,0.00041915025215746453,0.4422480737185404,0.04710748726634528,-0.18955738689176266,0.5018435145461303,0.0021676818705855362,-0.2780267163684229,0.12671241288994786,-0.32356311233446494,0.30589484470039885,-0.0010376701904913322,0.22380133308010558,-0.004609272338770089,-0.3352972642042702,1.0252769036537837,0.0015435208366826499,0.043357284738223215,0.030049638581727142,0.7157092514128754,0.18966602067882496,-0.0005557081895417975,0.21114949564630356,0.07277730497238627,0.36360750244619383,0.514349564527666,0.0012865483120885516,0.7544816477333487,-0.07183057102817289,-0.597523738441716,0.004155485581489824
2020-02-27,-0.0009648476318301339,-0.1909996970994632,-0.07166843043308067,0.4764032004240681,1.1909215585935395,0.00023011304929353312,-0.013375270619571802,-0.01358330887209894,-0.24085619935978697,0.5450664740332412,-0.0003269847621604735,0.07340276886950814,0.0492156719140091,-0.635959255285588,0.7233925078912092,0.00021155536950095456,0.529330740412176,0.04715433882246197,-0.1466060962967191,0.5083156979163098,0.0020348857684678702,-0.23000492383034388,0.12683811464234024,-0.30115004507478377,0.31553214033963306,-0.0008715022022579432,0.17581375147005152,-0.005272789228004767,-0.35175607105025436,1.012411005621383,0.0013552516367910585,0.12379316764878548,0.02953069861964784,0.7599792381100864,0.20126058168463748,-0.00034702539895500677,0.1386575128844374,0.07295614230593885,0.3275079840692612,0.4932897052021194,0.0011453213483885454,0.7623248744156872,-0.06913821920813981,-0.6181043301873661,0.012051474544546057
2020-02-28,-0.001103393210147553,-0.23457837437056572,-0.07751763383273562,0.4952899211999372,1.1920676729415693,0.00019298361787123077,-0.021377671410071793,-0.013610527105694638,-0.23267779157096447,0.5409061632797056,-0.00029130664006213054,0.07945773305991374,0.04847391418959575,-0.6457752877391352,0.728063508310513,0.00019143958321711074,0.5384038753260776,0.053524588954195165,-0.1287356514310262,0.5136628040023852,0.002338134807802834,-0.2023028780342308,0.10942461372382113,-0.40490436896728965,0.3328637011938909,-0.0010282923753936906,0.1639401622939612,0.005389584612413,-0.2945290544795379,1.0058928157104163,0.0013801521991209504,0.12973776312840318,0.029922151566034096,0.7558424475048051,0.20566547203052585,-0.0003602716869440071,0.145486930886744,0.07771892904913516,0.3407140744314147,0.4983893602811245,0.0008429172539564324,0.7469959040452928,-0.04493262027555784,-0.5001488382068939,-0.00019882427743337164
2020-03-02,-0.0010151187644734225,-0.1314908884426505,-0.0736131174526793,0.1941550859332491,1.1829757848345992,0.00028086993785694043,0.0038550762756693543,-0.009283962371952255,-0.2526257842646417,0.5143928264480141,-0.00040722758216466134,-0.03025219167209523,0.04407402837185446,-0.32400918136525964,0.719046903468815,0.0003373567210963293,0.546667864125006,0.06030415637093978,-0.06032495019376316,0.4611993933354355,0.0026690798008862857,-0.02060765015510374,0.12498792214460155,-0.7727410623024328,0.24454283103542687,-0.001016611928644101,0.004440989461746966,0.007900791362223849,0.3109151594001836,0.9227649573867253,0.0013902588388471904,0.019224383597382447,0.0323175022263599,1.1828937406898867,0.14044680589839792,-0.0002425305430039611,0.1524157739248724,0.08324450265351509,0.4057769761242028,0.4522613921279125,0.0006539232124523639,0.7099706932405893,-0.05457456276196467,-0.515329369547327,0.06970266936976077
2020-03-03,-0.0008552833963977359,-0.16615184260853758,-0.06928022058602784,0.17334122667295682,1.199975677718599,0.00022656401667747245,0.010548689283912022,-0.010575132594409212,-0.24522708653968958,0.5155604762646754,-0.00031989281187602247,-0.03935629984209845,0.04576867662365278,-0.33656773175474475,0.7171119154299908,0.00027714547455938985,0.5494211333426762,0.05931575261003052,-0.051598464312978376,0.4691993925310354,0.0030715729866756377,-0.16912771247145816,0.14551699945262864,-0.8136593771702244,0.32989351362380526,-0.0012184491326340567,0.03715156175069369,0.002571423761094458,0.33775697673806276,0.917430336585596,0.001374426934147086,0.029253460976748982,0.03128321612275866,1.1828932638843166,0.13175393274310893,-0.00012800270739099653,0.11808854737496513,0.08783207503822793,0.393466811421319,0.4722024531228589,0.0005880362924518083,0.7729724096384455,-0.06055454753833481,-0.5123717544021104,0.006575404764631504
2020-03-04,-0.000699993895152628,-0.08808267375771603,-0.0750640439881247,0.172055921900217,1.1384053872383146,0.0002494884148380135,0.026775897677375017,-0.012020114922457734,-0.24573018139199634,0.5053332746714871,-0.0004290355779670819,-0.09287669890824433,0.052652479343005175,-0.34012218298789837,0.7393116883069045,0.0001306340428483243,0.4874166706835884,0.06866772625999555,-0.05804549756996637,0.48799843848550173,0.002819717102911818,-0.2630191361277746,0.16017501924941338,-0.8318374970595263,0.35604756912582464,-0.0009829069833978171,0.12447916075440994,-0.010024839145851863,0.35110701952228696,0.8854951279206957,0.00126519326940228,-0.058211839363251666,0.04011427892775035,1.1942971657759944,0.17839228300860274,-6.214234642839181e-05,0.17350581134892595,0.08318781066720522,0.38626787856343375,0.43172658283016896,0.0004424381412197826,0.699722232192789,-0.051680260490315766,-0.5158852143780218,0.04067470912911891
2020-03-05,-0.0007496695866316697,-0.09096866028529929,-0.0750570875824022,0.178660010897574,1.1439737048116494,0.00022909455504184492,0.04194227311382932,-0.01251519968766826,-0.2246310366489494,0.5051171014556932,-0.0004904744500527692,-0.10766164164589567,0.053197390046712124,-0.34513259635469623,0.7473950289379514,0.000524785347127287,0.43267124997260853,0.07068812719105863,-0.1934997997684106,0.44828678188170407,0.0022232651780119818,-0.10205124655562224,0.16171190095658258,-0.5455358554835418,0.30246140876598937,-0.0006980586987208237,0.09810147810313444,-0.0099477320137629,0.2669042386011897,0.8700281772721894,0.0011382396595449012,-0.06660119427055067,0.04045488513590189,1.2115104466103443,0.19155761818247302,-4.973466774452154e-06,0.1700792631451879,0.08309125606908219,0.3714679847862996,0.4287934467911468,0.0006434151829893418,0.7068896166314003,-0.05310744203766633,-0.5448701617584799,0.033862415766965165
2020-03-06,-0.0007333622571045111,-0.09866059345714859,-0.07088021685859303,0.18831469202582765,1.1475359623420027,0.0003237305486331938,0.02203958868520997,-0.012712095473869308,-0.27487201326482746,0.5087632067940817,-0.0006301302408011379,-0.07397163668275669,0.04154990388660287,-0.32389187690820176,0.7520412334179684,0.0005926683780978371,0.43441098738378053,0.05614630474066852,-0.29069040430648024,0.43270820341934424,0.0022163000203165887,-0.12664545690313192,0.19025273192070988,-0.4184639952520653,0.31823921816510287,-0.000725871797198808,0.11512569849094538,-0.021855919568890273,0.22985266670781504,0.8618711990923688,0.001104026492423296,-0.07634782057117973,0.058121861617151,1.3073424571266492,0.201594693563974,-4.0296103614134574e-05,0.17687141121264,0.08287195160291991,0.388847574864549,0.42955927508884034,0.00032527912733594977,0.7181150983606376,0.0018218365799604203,-0.14168667746445407,0.06764681494077308
